avec_hebergement;nom_etablissement;propriete_ville;categorie;type;adresse_1;adresse_2;code_postal;commune;canton;effectif_personnel;nb_visiteurs_max;geometrie
0;MAISONS DU MONDE;0;2.0;M;avenue des Quarante Journaux;;33300;BORDEAUX;01 le Lac;10;935;44.88067,-0.570246
0;LOCAUX JUDO CLUB GIRONDINS;0;5.0;X;10 PLACE STALINGRAD;;33100;BORDEAUX;04 la Bastide;0;15;44.840626,-0.560221
0;OPEN SPACE;0;5.0;W;377 AVENUE THIERS;;33000;BORDEAUX;;2;7;44.831685,-0.602904
0;MAKADAM FITNESS/MAGASIN LE GRAND PANIER BIO;0;2.0;M;113 cours Balguerie Stuttenberg;;33300;BORDEAUX;;8;872;44.859508,-0.565322
0;LOCAUX PROFESSIONNELS EX SQUASH DES QUINCONCES;0;5.0;W;7 ALLEES DE CHARTRES;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;0;44.847421,-0.571742
0;OPTIQUE D'ALBRET;0;5.0;M;67 cours d'Albret;;33000;BORDEAUX;;0;0;44.835671,-0.580885
0;MALAIKA INSTITUT;0;5.0;W;37 cours Balguerie Stuttenberg;;33000;BORDEAUX;;0;8;
0;LOCAUX TEMPORAIRES OFFICE DE TOURISME;0;5.0;W;12 cours du XXX juillet;;33000;BORDEAUX;;3;16;44.843647,-0.574363
0;OSTEOPATHE TORRELI  ANNITA;0;5.0;W;3bis, cours TOURNON;;33000;BORDEAUX;;3;7;44.845366,-0.576425
0;MAM;0;5.0;M;rue du Tauzin - rue de Bethmann;;33000;BORDEAUX;;0;0;44.822416,-0.604674
0;LOCAUX UNIS CITE;0;;;48 rue du Temps Passé;;33000;BORDEAUX;;0;0;44.851352,-0.586822
0;OSTERIA DI LUIGI;0;5.0;N;23 rue du Pas Saint Georges;;33000;BORDEAUX;;4;20;44.839486,-0.572057
0;"MAM ""EN ROUTE POUR L'AVENTURE""";0;5.0;R;97 avenue Alsace Lorraine;;33200;BORDEAUX;;2;8;44.847096,-0.609157
0;LODGE COIFFURE;0;5.0;W;104 ET 104BIS RUE LUCIEN FAURE;;33000;BORDEAUX;;3;6;44.835041,-0.564523
0;OTTO;0;5.0;M;15 RUE DES REMPARTS;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;2;38;44.840188,-0.579618
0;"MAM ""O MERVEILLES""";0;5.0;R;92, rue Pierre Trebod;;33000;BORDEAUX;;3;12;44.8413,-0.582884
0;LOISIRS AUTO PUBLIC C.2B - ENSEMBLE IMMOBILIER BRIENNE ILOT 5.1.C - ZAC BORDEAUX SAINT JEAN BELCIER;0;3.0;X;Quai de Brienne, bd Jean-Jacques Bosc et rue de l'Orenoque;;33800;BORDEAUX;;359;11;44.823623,-0.544283
0;PALAIS DES CONGRESARBRE DE NOEL DES CE 2019;0;1.0;L;Rue Jean Gabriel Domergue;;;BORDEAUX;;37;6141;46.327502,-0.471609
0;MAM L'ARBRE DE VIE;0;5.0;R;26, rue Jean Lalanne;;33800;BORDEAUX;;3;12;44.812756,-0.572098
0;LOTO DU COMITE DES FETES DE NANSOUTY;0;;;rue Brun;;33000;BORDEAUX;;0;0;44.832744,-0.604586
0;PALLIO OUTLET STORE;0;5.0;M;Hangar 18 - Lot 8;Quai de Bacalan;33300;BORDEAUX;03 Chartrons Grand parc;3;35;44.858458,-0.562943
0;MAM LES COQUIN'OURS;0;5.0;R;7 rue Claire;;33200;BORDEAUX;;3;12;44.851819,-0.624433
0;LOU LA BELLE;0;5.0;M;39, rue des Cheverus;;33000;BORDEAUX;;2;5;44.838143,-0.575692
0;PAPA PIQUE ET MAMAN COUD;0;5.0;M;54, rue des Remparts;;33000;BORDEAUX;;2;13;44.839078,-0.579151
0;MAM LES LUCIOLLES;0;5.0;R;10 -12 cours ST LOUIS;;33000;BORDEAUX;;2;8;44.837875,-0.568736
0;LUDO MUSEE;0;5.0;Y;94-98 RUE QUINTIN;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;0;0;44.822742,-0.597104
0;PARAPHARMACIE LE COMPTOIR SANTE;0;5.0;M;137 quai des Chartrons;;33000;BORDEAUX;;2;78;44.856656,-0.56212
0;MAM LES PETITES CANAILLES;0;5.0;R;90 rue Stéhélin;;33000;BORDEAUX;;2;10;44.855781,-0.626172
0;LUNETTES POUR TOUS;0;5.0;M;125, rue Sainte Catherine;;33000;BORDEAUX;;25;80;44.837041,-0.573773
0;PARC DE STAIONNEMENT;0;5.0;PS;5 QUAI DE BRIENNE  ILOT 4-6A  ZAC BELCIER;;33000;BORDEAUX;;15;30;
0;MAM LES PETITES QUENOTTES;0;5.0;R;33, avenue de la République;;33200;BORDEAUX;;3;12;44.843715,-0.628607
0;LYCEE CAMILLE JULLIAN : BAT D - E - F;0;2.0;RH;29, RUE DE LA CROIX BLANCHE;;33000;BORDEAUX;06 St Seurin Fondaudège;20;700;44.844575,-0.590137
0;PARC DE STATIONNEMENT (PRES DU PONT SAINT JEAN);0;3.0;PS;Quai de PALUDATE LIEU-DIT  ILOT B;ZAC SAINT- JEAN BELCIER;33000;BORDEAUX;;0;566;
0;MAM MILLE ET UN SOURIRES;0;5.0;R;47, boulevard George V;;33000;BORDEAUX;;3;12;44.825867,-0.590309
0;LYCEE CAMILLE JULLIAN:BAT K PREFABRIQUES;0;;;29, RUE DE LA CROIX BLANCHE;;33000;BORDEAUX;06 St Seurin Fondaudège;0;0;44.844575,-0.590137
0;PARC DE STATIONNEMENT - BASTIDE;0;5.0;PS;ALLEE SERR;;33100;BORDEAUX;;0;158;44.841108,-0.561425
0;MAM NOS PREMIERS PAS;0;5.0;R;3 rue du Couvent;;33300;BORDEAUX;;2;8;44.857256,-0.584123
0;LYCEE DES METIERS D'ART TOULOUSE LAUTREC;0;3.0;R;115 RUE JOSEPH ABRIA;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;80;470;44.833735,-0.592573
0;PARC DE STATIONNEMENT - ILOT CASTEJA;0;;PS;87 rue de l'abbé de l'épée;;33000;BORDEAUX;;0;0;44.843521,-0.583398
0;MAM STRAM GRAM;0;5.0;R;32, sente Marie Galante;Appartement A006;33300;BORDEAUX;;0;0;44.865495,-0.549739
0;LYCEE DES METIERS LA RUCHE;0;3.0;R;20 RUE SAINTE MARIE;BP 20143;33015;BORDEAUX;04 la Bastide;37;613;
0;PARC DE STATIONNEMENT ANDRÉ MEUNIER;0;3.0;PS;Place André Meunier;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;323;44.843627,-0.586603
0;MAM'AN LES TI BATEAUX;0;5.0;R;6 place Philippe Lebon;;33000;BORDEAUX;;0;0;
0;LYCEE GUSTAVE EIFFEL : BÂTIMENTS PRÉFABRIQUÉS;0;5.0;R;2 rue Dom Devienne;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;4;188;
0;PARC DE STATIONNEMENT BASSINS A FLOT - ILOT C16;0;;PS;106 cours du Raccordement;;33300;BORDEAUX;;0;0;44.865788,-0.561461
0;MAMA KOMBUCHA;0;5.0;M;205 RUE JUDAIQUE;;33000;BORDEAUX;06 St Seurin Fondaudège;1;30;44.840628,-0.595057
1;LYCEE GUSTAVE EIFFEL : INTERNAT;0;4.0;RH;Résidence Saint Jean Cours de la Marne;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;6;160;44.828983,-0.564439
0;PARC DE STATIONNEMENT BASSINS A FLOTS ILOT C1;0;3.0;PS;quai de Bacalan, rue Lucien Faure,;rue de la Faiencerie;33000;BORDEAUX;;0;314;
0;MANIFESTATION A L'OCCASION DU MATCH UBB-LA ROCHELLE LE 22/12/2019;0;4.0;CTS;COURS JULES LADOUMEGUE;;33300;BORDEAUX;;0;250;44.903561,-0.574971
0;LYCEE M.MONTAIGNE:BATIMENT DIRECTION AILE NORD;0;5.0;R;118 COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;30;40;44.834845,-0.571889
0;PARC DE STATIONNEMENT BONNAC;0;3.0;PS;RUES DU CHATEAU D'EAU, ST SERNIN,;;33000;BORDEAUX;;0;350;44.839965,-0.583197
0;MANIFESTATION NAMASTE;0;1.0;N;allée Louis Ratabou;;33028;BORDEAUX;;0;1880;
0;LYCEE M.MONTAIGNE:BATIMENT GALLIA;0;2.0;R;118 COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;1051;44.834845,-0.571889
0;PARC DE STATIONNEMENT BOURSE - JEAN JAURES;0;2.0;PS;6 rue Saint Rémi / Place de la Bourse;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;694;44.841457,-0.570261
0;MARATHON 2016;0;5.0;CTS;;;33000;BORDEAUX;;0;0;44.862132,-0.587876
0;LYCEE M.MONTAIGNE:BATIMENT MIRAIL;0;3.0;R;118 COURS VICTOR HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;28;627;44.834845,-0.571889
0;PARC DE STATIONNEMENT CARPENTEYRE;0;5.0;PS;71 RUE CARPENTEYRE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;100;44.850326,-0.625796
0;MARCHÉ DE LA POÉSIE;0;2.0;L;place du marché des Chartrons;;33300;BORDEAUX;;10;1050;44.856355,-0.568436
0;LYCEE M.MONTAIGNE:GRAND GYMNASE;0;5.0;R;118 COURS VICTOR-HUGO;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;2;40;44.834845,-0.571889
0;PARC DE STATIONNEMENT CARPENTEYRE;0;5.0;PS;45 RUE CARPENTEYRE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;33;44.849725,-0.623398
0;MARCHE DE LA POESIE DES 15 ET 16 MARS 2014;0;2.0;L;PLACE DU MARCHE DES CHARTRONS;;33300;BORDEAUX;;2;600;44.856355,-0.568436
0;LYCEE N.BREMONTIER ANNEXE;0;5.0;R;23 RUE PASCAL MOTHES;;33800;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;5;150;44.824405,-0.571352
0;PARC DE STATIONNEMENT CITE MONDIALE;0;3.0;PS;18 20 PARVIS DES CHARTRONS;;33000;BORDEAUX;;0;0;44.850031,-0.570868
0;MARCHÉ DE LERME - LES SERRAGES;1;5.0;L;rue Emile Fourcand;;33000;BORDEAUX;06 St Seurin Fondaudège;0;20;44.847215,-0.584758
0;LYCEE PROF LES CHARTRONS BAT NEUF;0;4.0;R;130 RUE DU JARDIN PUBLIC;;33300;BORDEAUX;03 Chartrons Grand parc;50;190;
0;PARC DE STATIONNEMENT COLBERT;0;;PS;15-17 RUE COLBERT;;33000;BORDEAUX;06 St Seurin Fondaudège;0;70;44.846913,-0.588677
0;MARCHE DE NOEL PLACE CARDINAL DONNET;0;;;place du Cardinal Donnet;;33000;BORDEAUX;;0;0;44.854378,-0.583872
0;LYCEE PROF LES MENUTS : BÂTIMENT 4 - 1/2 PENSION;0;5.0;N;RUE DES DOUVES/PLACE ANDRE MEUNIER;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;10;180;44.829423,-0.562416
0;PARC DE STATIONNEMENT COUVERT DUBOIS ARES;0;;PS;192, 194, 206 AVENUE DE LA REPUBLIQUE;;33200;BORDEAUX;07 08 Caudéran;0;0;44.843715,-0.628607
0;MARCHE DES CAPUCINS HALL A BANC 3B;0;1.0;M;place des capucins;;33000;BORDEAUX;;0;0;44.838714,-0.596208
0;LYCEE PROFESSIONNEL TREGEY : SALLE DE MUSCULATION;0;5.0;X;RUE DE TREGEY;;33000;BORDEAUX;;1;30;44.82506,-0.58529
0;PARC DE STATIONNEMENT D ORMILLY;0;;PS;34 RUE D'ORMILLY;;33200;BORDEAUX;07 08 Caudéran;0;15;44.845164,-0.601479
0;MARCHE DES CAPUCINS HALLE A BANC 16 CD  C.GAZEAU;0;1.0;M;place des capucins;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;LYCEE TECHNOLOGIQUE ARTS APPLIQUES LE MIRAIL;0;3.0;R;86 RUE LEYTEIRE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;24;462;44.83141,-0.569701
0;PARC DE STATIONNEMENT DE L'ARS;0;3.0;PS;18 rue Carle Vernet;;33000;BORDEAUX;;0;482;44.840695,-0.57831
0;MARCHE DES CAPUCINS HALLE A BANC 17 C SARL BI-LOGIQUE;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;M. PARTN'HAIR;0;5.0;M;27, rue Esprit des Lois;;33000;BORDEAUX;;2;14;44.843086,-0.573548
0;PARC DE STATIONNEMENT DE LA VICTOIRE;0;3.0;PS;PLACE DE LA VICTOIRE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;455;44.830984,-0.572752
0;MARCHE DES CAPUCINS- HALLE A-BANC 37 AB;0;1.0;M;PLACE DES CAPUCINS;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.838714,-0.596208
0;"M.A.M. ""AU CLAIR DE LA LUNE""";0;5.0;R;cours du Tauzin - 2, rue Bethmann;Bâtiment B;33000;BORDEAUX;;0;0;44.822677,-0.602786
0;PARC DE STATIONNEMENT DES SALINIERES;0;3.0;PS;12 QUAI DES SALINIERES;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;415;44.835539,-0.564932
0;MARCHE DES CAPUCINS-HALLE A-;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;M.I.N DE BRIENNE : BÂTIMENT HORTICOLE;0;;;QUAI DE PALUDATE;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;18;198;44.828268,-0.552992
0;PARC DE STATIONNEMENT DETROIS;0;5.0;PS;32 RUE DETROIS;;33200;BORDEAUX;07 08 Caudéran;0;70;44.840731,-0.609367
0;MARCHE DES CAPUCINS-HALLE A- BANC 7C  LIM KOUNG;0;1.0;M;PLACE DES CAPUCINS;;33000;BORDEAUX;;0;0;44.838714,-0.596208
0;MACIF SUD OUEST;0;5.0;W;6 PLACE DES QUINCONCES;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;4;15;44.84473,-0.575696
0;PARC DE STATIONNEMENT DU GRAND PARC;0;3.0;PS;RUE FRANCOIS LEVEQUE;;33000;BORDEAUX;;0;358;44.82841,-0.6121
0;MARCHE DES CAPUCINS-HALLE A-BANC 10 AB;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MADAME FROMAGE;0;5.0;M;3 QUAI DESCHAMPS;;33100;BORDEAUX;;5;10;44.839492,-0.559678
0;PARC DE STATIONNEMENT DU HANGAR 15;0;4.0;PS;Hangar 15 Quai de Bacalan;;33000;BORDEAUX;;0;299;44.849567,-0.570466
0;MARCHE DES CAPUCINS-HALLE A-BANC 13 ABD;1;1.0;M;PLACE DES CAPUCINS;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.838714,-0.596208
0;MAGASIN;0;5.0;M;126 CRS DE L'ARGONNE;;33000;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;5;47;44.82654,-0.576593
0;PARC DE STATIONNEMENT EB4 PRIM;0;5.0;PS;BOULEVARD JOLIOT-CURIE;;33100;BORDEAUX;;0;0;
0;MARCHE DES CAPUCINS-HALLE A-BANC 13 C;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;5.0;M;1 QUAI DE LA GRAVE;;33000;BORDEAUX;;2;84;44.840747,-0.569569
0;PARC DE STATIONNEMENT FEUILLERAT;0;;PS;19 RUE DU LAVOIR;;33000;BORDEAUX;06 St Seurin Fondaudège;0;10;44.852418,-0.583398
0;MARCHE DES CAPUCINS-HALLE A-BANC 15 AB;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;5.0;M;28 RUE DE LA DEVISE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;18;44.840098,-0.572311
0;PARC DE STATIONNEMENT FRONT DU MEDOC;0;1.0;PS;rue Robert Lateulade;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;0;1041;44.839148,-0.586408
0;MARCHE DES CAPUCINS-HALLE A-BANC 17 ABD P.GILBERT;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;5.0;M;41 rue de la DEVISE;;33000;BORDEAUX;;1;19;44.840196,-0.572627
0;PARC DE STATIONNEMENT GAMBETTA;0;3.0;PS;Square des Commandos de France;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;489;44.846641,-0.583675
0;MARCHE DES CAPUCINS-HALLE A-BANC 18 AB TH BEAUVIEUX;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;5.0;M;59 rue des REMPARTS;;33000;BORDEAUX;;0;0;44.838971,-0.579218
0;PARC DE STATIONNEMENT JEAN JAURES - BOURSE;0;2.0;PS;PLACE JEAN JAURES CRS DU CHAPEAU ROUGE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;995;44.842325,-0.572749
N;MARCHE DES CAPUCINS-HALLE A-BANC 18 CD;O;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;2.0;M;1 avenue REINSON;;33000;BORDEAUX;;21;1129;44.84632,-0.588074
0;PARC DE STATIONNEMENT P3 GARE SAINT JEAN;0;2.0;PS;Rue des terres de Borde;;33800;BORDEAUX;;0;850;44.825641,-0.554505
0;MARCHE DES CAPUCINS-HALLE A-BANC 21;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;2.0;M;1 avenue REINSON;;33000;BORDEAUX;;16;788;44.84632,-0.588074
0;PARC DE STATIONNEMENT P4 (POLE D'ECHANGE BX ST-JEAN BELCIER;0;3.0;PS;1127 Pont de Guit;;33800;BORDEAUX;;0;0;44.824191,-0.553218
0;MARCHE DES CAPUCINS-HALLE A-BANC 22;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;4.0;M;AVENUE DE LA GARE;;33200;BORDEAUX;07 08 Caudéran;10;215;44.843715,-0.628607
0;PARC DE STATIONNEMENT PEY-BERLAND / SAINT CHRISTOLY;0;1.0;PS;rue Père Louis de Jabrun;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;1084;44.83916,-0.576469
0;MARCHE DES CAPUCINS-HALLE A-BANC 24  M MALLO;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;5.0;M;9 rue des remparts;;33000;BORDEAUX;;0;0;44.840338,-0.579669
0;PARC DE STATIONNEMENT PS3 - ENSEMBLE IMMOBILIER BRIENNE ILOT 5.1.C - ZAC BORDEAUX SAINT JEAN BELCIER;0;2.0;PS;Quai de Brienne, rue de Louisiane et rue de l'Orénoque;;33800;BORDEAUX;;0;860;44.821271,-0.544152
0;MARCHE DES CAPUCINS-HALLE A-BANC 25 (2 COMMERCES);0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN;0;5.0;M;4 rue VOLTAIRE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;2;11;44.842137,-0.577345
0;PARC DE STATIONNEMENT SCCV P9C DU BASSIN N°2;0;5.0;PS;Rue Lucien Faure;;33000;BORDEAUX;;0;70;44.835091,-0.566165
0;MARCHE DES CAPUCINS-HALLE A-BANC 26 B;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN  (SUPPRIME);0;5.0;M;12 AVENUE REINSON;;33000;BORDEAUX;;0;0;44.846574,-0.587875
0;PARC DE STATIONNEMENT TURENNE;0;;PS;55 RUE TURENNE 143 RUE DU PALAIS GALLIEN;;33000;BORDEAUX;06 St Seurin Fondaudège;0;182;44.843458,-0.581615
0;MARCHE DES CAPUCINS-HALLE A-BANC 29 B;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN  REPEAT;0;5.0;M;58 cours de l'INTENDANCE;;33000;BORDEAUX;;2;46;44.841703,-0.57883
0;PARC DES EXPOSITIONS BATIMENT STOCKAGE;0;1.0;T;ALLE LOUIS RATABOU;;33000;BORDEAUX;01 le Lac;0;0;44.83769,-0.567465
0;MARCHE DES CAPUCINS-HALLE A-BANC 3 B BOULANGERIE BIO;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN  UNDIZ;0;5.0;M;62-64 RUE SAINTE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;96;44.839423,-0.574039
0;PARCOURS FORMATION;0;5.0;R;1 allée SERR;;33000;BORDEAUX;;0;0;44.825563,-0.588473
0;MARCHE DES CAPUCINS-HALLE A-BANC 31;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;"MAGASIN ""DU PAREIL AU MÊME""";0;5.0;M;73 rue de la Porte Dijeaux;;33000;BORDEAUX;;3;43;44.840853,-0.578081
0;PARFUMERIE DE L'OPERA;0;5.0;M;10bis allée de Tourny;;33000;BORDEAUX;;0;0;44.843086,-0.575353
0;MARCHE DES CAPUCINS-HALLE A-BANC 35;0;1.0;M;PLACE DES CAPUCINS;;;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;"MAGASIN ""L'ILE BLEUE""";0;;;3 place Puy Paulin;;33000;BORDEAUX;;2;15;44.841184,-0.575932
0;PARKING SILO - LOT 2;0;5.0;PS;quai de Brazza;;33100;BORDEAUX;;0;0;44.85946,-0.547289
0;MARCHE DES CAPUCINS-HALLE A-BANC 37 A B;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN ( VOIR M 102 );0;5.0;M;;;33000;BORDEAUX;;0;0;44.862132,-0.587876
0;PARTIES COMMUNES DE L'IMMEUBLE;0;5.0;W;29 rue Boudet;;33000;BORDEAUX;;0;24;44.846716,-0.576283
0;MARCHE DES CAPUCINS-HALLE A-BANC 38;0;;;PLACE DES CAPUCINS;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.838714,-0.596208
0;MAGASIN ACANTHE;0;5.0;M;63 rue Fondaudege;;33000;BORDEAUX;;0;10;44.847061,-0.580532
0;PATINOIRE EN PLEIN AIR;0;3.0;PA;QUAI LOUIS XVIII ( Face Jean Jaures ).;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;10;676;
0;MARCHE DES CAPUCINS-HALLE A-BANC 4 ABC;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN ACCESSOIRES MOTOS;0;5.0;M;RUE FRANCIS GARNIER;;33000;BORDEAUX;02 Bacalan;2;181;44.84941,-0.582627
0;PATINOIRE PROVISOIRE PEY BERLAND;0;5.0;PA;place pey berland;;33000;BORDEAUX;;0;0;44.837725,-0.577433
0;MARCHE DES CAPUCINS-HALLE A-BANC 41 B;0;1.0;M;PLACE DES CAPUCINS;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.838714,-0.596208
0;MAGASIN AM'METISSE;0;5.0;M;1 rue des Argentiers;;33000;BORDEAUX;;0;0;44.839564,-0.570378
0;PATISSERIE;0;5.0;M;143 rue Judaïque;;33000;BORDEAUX;;4;19;44.841056,-0.589149
0;MARCHE DES CAPUCINS-HALLE A-BANC 43;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN AME;0;5.0;M;18 rue Castillon;;33000;BORDEAUX;;0;0;44.840514,-0.575999
0;PATISSERIE -CHOCOLATERIE;0;5.0;M;228 rue de Pessac;;33000;BORDEAUX;;2;10;44.825463,-0.588748
0;MARCHE DES CAPUCINS-HALLE A-BANC 46;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
N;MAGASIN ANDRE;N;5.0;M;90 rue Sainte Catherine;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;86;44.838645,-0.57391
0;PATISSERIE GASTON;0;5.0;M;34 rue du Docteur Nancel Penard;;33000;BORDEAUX;;2;12;44.839297,-0.581425
0;MARCHE DES CAPUCINS-HALLE A-BANC 5 ABCD;0;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN ANIMALIS;0;2.0;M;AVENUE DES QUARANTE JOURNAUX;;33300;BORDEAUX;01 le Lac;20;1177;44.88067,-0.570246
0;PATISSERIE PETER;0;5.0;N;3, rue de Guienne;;33000;BORDEAUX;;2;44;44.835524,-0.571717
0;MARCHE DES CAPUCINS-HALLE A-BANC 6 ACD;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN ARMAND THIERY HOMMES;0;5.0;M;119 RUE STE CATHERINE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;195;44.837272,-0.573811
0;PATISSERIE S.;0;5.0;N;8 cours d'Alsace - Lorraine;;33000;BORDEAUX;;2;45;44.837895,-0.568458
0;MARCHE DES CAPUCINS-HALLE A-BANC 7 D;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN ATAC ST LOUIS;0;3.0;M;27 COURS ST LOUIS;;33300;BORDEAUX;03 Chartrons Grand parc;0;466;44.859336,-0.569017
0;PATISSERIE SAN NICOLAS;0;5.0;M;11 rue Duffour Dubergier;;33000;BORDEAUX;;10;2;44.836602,-0.575966
0;MARCHE DES CAPUCINS-HALLE A-BANC 8 A;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
0;MAGASIN AUCHAN SUPERMARCHE BORDEAUX CAUDERAN EX-SIMPLY;0;2.0;M;108  RUE DU VELODROME,154 AV D'EYSINES;;33200;BORDEAUX;07 08 Caudéran;40;1173;44.85857,-0.606484
0;PAUSE NAT;0;5.0;M;47 quai de Bacalan;;33000;BORDEAUX;;2;3;44.84039,-0.569416
0;MARCHE DES CAPUCINS.HALLE A-20 JL GAZEAU;1;1.0;M;PLACE DES CAPUCINS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;0;44.830671,-0.567738
