avec_hebergement;nom_etablissement;propriete_ville;categorie;type;adresse_1;adresse_2;code_postal;commune;canton;effectif_personnel;nb_visiteurs_max;geometrie
0;CALIFORNIAN INSTITUTE;0;5.0;R;16 RUE DU PROFESSEUR DEMONS;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;15;44.846812,-0.578935
0;CABINET D'EXPERTISE COMPTABLE;0;5.0;W;23 RUE BLANCHE;;33200;BORDEAUX;07 08 Caudéran;3;3;44.851263,-0.626273
0;CENTRE DE GESTION DE LA FONCTION PUBLIQUE TERRITOTRIALE;0;5.0;R;25 RUE CARDINAL RICHAUD;;33000;BORDEAUX;;100;168;44.854666,-0.583971
0;CALISTO GYM;0;5.0;X;65 RUE DU JARDIN PUBLIC;;33000;BORDEAUX;03 Chartrons Grand parc;0;15;44.85287,-0.575311
0;CABINET D'EXPERTS COMPTABLES LOPES VERDON ET ASSOCIES;0;5.0;W;51 RUE PORTE DIJEAUX;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;2;12;44.840946,-0.576968
0;CENTRE DE LOISIRS DE LA S.N.C.F;0;5.0;R;81 BOULD JEAN JACQUES BOSC;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;0;50;44.819361,-0.54454
0;CANAILLES EX-VACHER BURGER;0;5.0;N;15 rue des Piliers de Tutelle;;33000;BORDEAUX;;29;2;44.841406,-0.573682
0;CABINET D'INFIRMIERES ET MEDICAL DR. SMIRANI;0;5.0;W;57 bis cours Pasteur;;33000;BORDEAUX;;1;1;44.833627,-0.57438
0;CENTRE DE MUSIQUE AQUITAIN JOSEPH GANTER;0;5.0;R;90 RUE DUCAU;;33000;BORDEAUX;03 Chartrons Grand parc;2;15;44.85409,-0.575397
0;CANELES BAILLARDRAN;0;5.0;M;10, COURS DU XXX JUILLET;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;2;46;44.843546,-0.574343
0;CABINET D'OPHTALMOLOGIE;0;5.0;W;9 rue Charles Durand;;33000;BORDEAUX;;0;0;44.843644,-0.57195
0;CENTRE DE NATUROPATHIE;0;5.0;X;7 impasse Saint Jean;;33000;BORDEAUX;;3;16;44.83017,-0.612379
0;CANTINE GOURMANDE;0;5.0;N;2 rue Flornoy;;33000;BORDEAUX;;0;0;44.834168,-0.61026
0;CABINET D'ORTHODONTIE;0;5.0;W;11 allée de Chartres;;33000;BORDEAUX;;2;6;44.847398,-0.571981
0;CENTRE DE PAIEMENT DE LA S.S. N°46;0;5.0;W;49 RUE DE LA BENAUGE;;33100;BORDEAUX;04 la Bastide;20;100;44.839915,-0.557191
0;CAP ASSOCIATIONS;0;1.0;T;quai des Chartrons;;33300;BORDEAUX;;110;5619;44.856355,-0.568436
0;CABINET D'ORTHODONTIE;0;5.0;W;120 Boulevard Georges V;;33000;BORDEAUX;;1;2;44.824022,-0.586974
0;CENTRE DE PHOTOTHERAPIE DEPIL TECH;0;5.0;M;91 rue du Loup;;33000;BORDEAUX;;1;19;44.837781,-0.575918
N;CAP ASSOCIATIONS 22 SEPTEMBRE 2013;N;1.0;T;QUAI DES CHARTRONS;;33300;BORDEAUX;;110;5619;44.856355,-0.568436
0;CABINET D'ORTHODONTIE;0;5.0;U;267, RUE MANDRON;;33000;BORDEAUX;03 Chartrons Grand parc;10;48;44.858655,-0.588393
0;CENTRE DE POST CURE MONTALIER;0;5.0;W;180 RUE JUDAIQUE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;7;5;44.840706,-0.592432
0;CAP ASSOCIATIONS LE 28 SEPTEMBRE 2014;0;1.0;T;quai des Chartrons;;33300;BORDEAUX;;110;5619;44.856355,-0.568436
0;CABINET D'ORTHOPHONIE;0;5.0;W;195, cours du Maréchal Gallieni;;33000;BORDEAUX;;0;0;44.820251,-0.596604
1;CENTRE DE READAPTATION - FOYER DE CAUDERAN;0;5.0;O;15 RUE DE CAUDERAN;;33000;BORDEAUX;06 St Seurin Fondaudège;0;14;44.845634,-0.594618
0;CAP SUD;0;5.0;N;46 COURS DE LA LIBERATION;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;2;50;44.832752,-0.580842
0;CABINET D'ORTHOPHONIE;0;5.0;W;74 avenue de Verdun;;33000;BORDEAUX;;0;0;44.84967,-0.574904
0;CENTRE DE REEDUCATION;0;5.0;U;57-61 AVENUE EMILE COUNORD;;33300;BORDEAUX;03 Chartrons Grand parc;0;99;44.857061,-0.574811
0;CAPC MUSEE D'ART CONTEMPORAIN- ENTREPOT LAINE;1;1.0;Y;7 RUE FERRERE;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;1980;44.848238,-0.571983
N;CABINET D'ORTHOPHONIE;N;5.0;W;92 rue Judaique;;33000;BORDEAUX;;3;15;44.841184,-0.58635
0;CENTRE DE SANTE DU CCAS DU PERS IND EL ET GAZ;0;5.0;U;50, RUE DUBOURDIEU;;33000;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;10;45;44.852551,-0.576329
0;CARIOCA BAR;0;5.0;N;14 rue Saint Sernin;;33000;BORDEAUX;;0;0;44.839636,-0.581974
0;CABINET D'ORTHOPHONISTE;0;5.0;W;33 rue de la Course;;33000;BORDEAUX;;2;5;44.851284,-0.576498
0;CENTRE DE SANTE INFIRMIER BX CAUDERAN;0;5.0;W;255, avenue du Maréchal De Lattre de Tassigny;;33200;BORDEAUX;;0;0;44.856609,-0.618275
0;CARNAVAL DE BORDEAUX MY KARTEL FAMILY;0;1.0;N;allée Louis Ratabou;;33028;BORDEAUX;;0;1880;
0;CABINET D'ORTHOPHONISTES KANDEL;0;5.0;W;89 rue Judaïque;;33000;BORDEAUX;;0;0;44.841314,-0.585873
0;CENTRE DEPARTEMENTAL DE L'ENFANCE ET DE LA FAMILLE;0;5.0;W;49 place des martyrs de la résistance;;33000;BORDEAUX;;10;9;44.842252,-0.58574
0;CARREFOUR CITY;0;5.0;M;363 RUE GEORGES BONNAC;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;12;186;44.83667,-0.598585
0;CABINET D'OSTEOPATHE;0;5.0;W;16 rue Latour;;33000;BORDEAUX;;0;0;44.850518,-0.571081
0;CENTRE DEPARTEMENTAL DE L'ENFANCE ET DE LA FAMILLE;1;5.0;R;49 PLACE MARTYRS DE LA RESISTANCE;;33000;BORDEAUX;06 St Seurin Fondaudège;0;0;44.842252,-0.58574
0;CARREFOUR CITY;0;5.0;M;36 COURS DU MARECHAL JUIN;;33000;BORDEAUX;;2;195;44.835905,-0.582902
0;CABINET D'OSTEOPATHIE;0;5.0;W;39 CITE DE L'EGLISE SAINT AUGUSTIN;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;2;2;44.832726,-0.60779
0;CENTRE DES METIERS DE L'IMPRIMERIE;1;5.0;Y;8-10 RUE DU FORT LOUIS;;33800;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;5;80;44.830375,-0.561761
0;CARREFOUR CITY;0;5.0;M;19 route de Toulouse;;33800;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;9;151;44.813991,-0.573049
0;CABINET D'OSTEOPATHIE;0;5.0;W;10 rue de PINEAU;;33100;BORDEAUX;04 la Bastide;1;18;44.843223,-0.557289
0;CENTRE ESTHETIQUE EPILEA;0;5.0;W;14 rue Judaïque;;33000;BORDEAUX;;0;0;44.841547,-0.581741
0;CARREFOUR CITY;0;5.0;M;rue Bethmann et rue Tauzin;;33000;BORDEAUX;;5;147;44.822416,-0.604674
0;CABINET D'OSTEOPATHIE;0;5.0;W;35, rue de TAUZIA;;33800;BORDEAUX;;1;4;44.829428,-0.5593
0;CENTRE EVANGELIQUE DU HA;1;3.0;V;32 RUE DU HA;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;0;44.836083,-0.577272
0;CARREFOUR CITY;0;5.0;M;35 et 37, rue des Argentiers;3, rue du Palais de l'Ombrière;33000;BORDEAUX;05 Hotel de Ville et Quinconces;3;195;44.83863,-0.569634
0;CABINET D'OSTEOPATHIE PREVOST;0;;;70 rue Saint Jean;;33000;BORDEAUX;;0;0;44.843243,-0.591752
0;CENTRE FUNERAIRE;0;5.0;V;11 RUE DE LA PELOUSE DE DOUET;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;6;100;44.830307,-0.6045
0;CARREFOUR CITY;0;5.0;M;53 bis cours de la MARNE;;33000;BORDEAUX;;8;87;44.853685,-0.571033
0;CABINET D'OSTHÉOPATHIE/ENERGETIQUE;0;5.0;W;86 quai des Chartrons;;33000;BORDEAUX;;0;0;44.853942,-0.566458
0;CENTRE HOOPS FACTORY;0;5.0;X;9 et 13, rue Dumont d'Urville;;33300;BORDEAUX;;23;145;44.878713,-0.558068
N;CARREFOUR CITY EX MARCHE PLUS ( EX MODERNE ).;N;5.0;M;10 RUE DE MARSEILLE;;33000;BORDEAUX;06 St Seurin Fondaudège;5;168;44.845383,-0.594733
0;CABINET DAIN;0;5.0;W;1 rue Longchamps;;33000;BORDEAUX;;0;0;44.849968,-0.581982
N;CENTRE IF FORMATION-CONSEIL;N;5.0;R;RUE PROFESSEUR LAVIGNOLLE;;33300;BORDEAUX;01 le Lac;5;40;44.88302,-0.560903
0;CARREFOUR MARKET BORDEAUX CAUDERAN : DOS GENERAL;0;2.0;M;493 AVENUE MARECHAL DE LATTRE DE TASSIGNY;;33200;BORDEAUX;07 08 Caudéran;33;1147;44.861159,-0.634271
0;CABINET DE CARDIOLOGIE;0;5.0;W;137 RUE MAC CARTHY;;33200;BORDEAUX;07 08 Caudéran;5;12;
0;CENTRE MEDICAL DE LA MNEF;0;5.0;U;54 RUE VITAL CARLES;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;5;15;44.840168,-0.578266
0;CARREFOUR MARKET BORDEAUX CAUDERAN : PRESTO PIZZA;0;2.0;M;493 AV MAL DE LATTRE DE TASSIGNY;;33200;BORDEAUX;07 08 Caudéran;2;10;44.861159,-0.634271
0;CABINET DE CARDIOLOGIE;0;5.0;W;68 rue du Palais Gallien;;33000;BORDEAUX;;0;0;44.843894,-0.58155
0;CENTRE MEDICAL ET PARA MEDICAL;0;5.0;U;208 COURS SAINT LOUIS;;33300;BORDEAUX;03 Chartrons Grand parc;0;0;44.863231,-0.566573
0;CARTRIDGE WORLD;0;5.0;M;25 rue Nancel Peynard;;33000;BORDEAUX;;0;0;44.839563,-0.581473
0;CABINET DE CARDIOLOGIE - DOCTEUR BONNET;0;5.0;W;185 boulevard Maréchal Leclerc - Immeuble Le Plaza Bât A;;33000;BORDEAUX;;1;9;44.829412,-0.595759
0;CENTRE MEDICAL MAC CARTHY;0;5.0;W;157 RUE MAC CARTHY;;33200;BORDEAUX;07 08 Caudéran;0;10;
0;CASERNE BOUDET : SALLE D'EXAMENS;0;5.0;R;192 RUE DE PESSAC;;33000;BORDEAUX;12 Nansouty St Genés Simiot Barrière de Toulouse;5;80;44.827169,-0.586451
0;CABINET DE CONSULTATION;0;5.0;U;6, rue Camille Sauvageau;;33800;BORDEAUX;;2;16;44.833613,-0.565202
0;CENTRE MEDICAL MARLY;0;5.0;U;RESIDENCE MARLY 25 RUE FRAGONNARD;;33200;BORDEAUX;07 08 Caudéran;0;88;44.855897,-0.634068
N;CASERNE CARAYON LATOUR : MAGASIN ET BUREAUX;N;5.0;M;35 RUE RIGOULET;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;0;36;44.825093,-0.594287
0;CABINET DE CONSULTATION DE CHIRURGIE;0;5.0;W;23, 25 rue Mably;;33000;BORDEAUX;;4;14;44.843836,-0.57744
0;CENTRE MEDICO-SCOLAIRE;1;5.0;W;47 RUE DE NUITS;;33100;BORDEAUX;04 la Bastide;5;14;44.841621,-0.552598
N;CASERNE XAINTRAILLES RESTAURANT LIBRE SERVICE;N;;N;BOULEVARD DU MARECHAL LECLERC;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;0;300;44.829458,-0.595232
0;CABINET DE DERMATOLOGIE;0;5.0;M;15 rue Jardel;Bâtiment A2;33000;BORDEAUX;04 la Bastide;2;124;44.855734,-0.602786
0;CENTRE MUNICIPAL ST AUGUSTIN;1;2.0;L;PLACE DE L'EGLISE ST AUGUSTIN;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;0;777;44.832539,-0.610451
0;CASEY'S BAR (THE CITY);0;5.0;N;21 rue du Palais Gallien;;33000;BORDEAUX;;0;0;44.842564,-0.581464
0;CABINET DE GYNECOLOGIE;0;5.0;W;68 rue du Palais Gallien;;33000;BORDEAUX;;1;6;44.843894,-0.58155
0;CENTRE NORAUTO;0;5.0;M;Avenue des quarantes Journaux;centre commercial auchan;33300;BORDEAUX;;0;0;44.88067,-0.570246
0;CASH COSMETIC;0;5.0;M;33 rue de Suffren;;33000;BORDEAUX;;2;180;44.856655,-0.604889
0;CABINET DE GYNECOLOGIE MEDICALE;0;5.0;W;7 rue d'Enghien;;33000;BORDEAUX;;1;6;44.845961,-0.576384
0;CENTRE REGIONAL JEAN TOUSSAINT:ECLAIR DE FCE;0;5.0;L;50 RUE GIACOMO MATTEOTI;;33100;BORDEAUX;04 la Bastide;6;182;44.83259,-0.5434
0;CAUDERAN PRESSE;0;5.0;M;157 RUE PASTEUR;;33200;BORDEAUX;07 08 Caudéran;2;34;44.844869,-0.610128
0;CABINET DE KINESITHERAPEUTE;0;5.0;W;13 rue Christine;;33000;BORDEAUX;;0;0;44.840476,-0.589624
0;CENTRE SOCIAL ET CULTUREL LE LAC: BI CROSS DE BX LAC;1;5.0;X;RUE DU PETIT MIOT;;33300;BORDEAUX;01 le Lac;1;18;44.872329,-0.570182
0;CC LES PASSAGES CMK : MAGASIN CELIO LOT N° 15;0;1.0;M;CENTRE COMMERCIAL LES PASSAGESCMK;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;6;30;44.829192,-0.599982
0;CABINET DE KINESITHÉRAPEUTE DAUNIZEAU;0;5.0;W;6 impasse Laville;;33000;BORDEAUX;;1;4;44.83763,-0.569338
0;CENTRE SOCIAL ET CULTUREL LE LAC: CENTRE D'ANIMATION;1;5.0;R;RUE DU PETIT MIOT;;33300;BORDEAUX;01 le Lac;2;40;44.872329,-0.570182
0;CC LES PASSAGES CMK : VIDE (EX JEFF DE BRUGES) LOT N°12;0;1.0;M;CENTRE COMMERCIAL LES PASSAGES CMK;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;6;3;44.841134,-0.583628
0;CABINET DE KINESITHERAPIE;0;5.0;R;2 avenue de la gare;;33000;BORDEAUX;;3;16;44.840117,-0.599525
0;CENTRE SOCIAL SON TAY;1;3.0;L;47 rue de Son Tay;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;1;450;44.824849,-0.551713
0;CC LES PASSAGES CMK: MEILLEURS TAUX LOT N°17;0;1.0;W;CC LES PASSAGES MERIADECK;Rue Edmond Michelet;33000;BORDEAUX;;0;0;44.82043,-0.599487
0;CABINET DE KINÉSITHÉRAPIE;0;5.0;W;1 rue du Commandant Marchand/28 rue de Cestas;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;1;6;44.835188,-0.600287
0;CENTURY 21 (ETUDE SAINT SEURIN);0;5.0;W;19 place des Martyrs de la résistance;;33200;BORDEAUX;;6;10;
0;CENTRE AQUATIQUE LES PLAISIRS DE L'EAU;0;5.0;X;269 avenue d'Arès;;33200;BORDEAUX;;3;45;44.838427,-0.613985
0;CABINET DE KINESITHERAPIE;0;5.0;W;16 AVENUE ANDRE REINSON;;33300;BORDEAUX;;6;12;44.878207,-0.571717
0;CERCLE MIXTE GARNISON BX:SITE CURSOL BAT HOTEL;0;5.0;O;11 RUE DE CURSOL;CS 61142;33082;BORDEAUX;05 Hotel de Ville et Quinconces;2;20;
0;CENTRE CAR LIFE;0;5.0;M;36 COURS DU MARECHAL JUIN;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;0;30;44.835905,-0.582902
0;CABINET DE KINESITHERAPIE;0;5.0;W;79, rue de Tauzia;;33800;BORDEAUX;;0;0;44.828099,-0.557168
0;CERCLE MIXTE GARNISON BX:SITE CURSOL BAT PRINCIPAL;0;3.0;O;11 RUE DE CURSOL;CS 61142;33082;BORDEAUX;05 Hotel de Ville et Quinconces;50;450;
0;CENTRE CAR LIFE;0;5.0;T;BD ALIENOR D'AQUITAINE, RUE E. GINESTOUS;;33300;BORDEAUX;01 le Lac;15;68;
0;CABINET DE KINESITHERAPIE;0;5.0;W;19 rue Saint Siméon;;33000;BORDEAUX;;3;6;44.839014,-0.573097
0;CERES GESTION;0;5.0;W;2 rue Louis Combes;;33000;BORDEAUX;;0;0;44.84184,-0.575425
0;CENTRE CATHOLIQUE ETUDIANT;0;5.0;L;28 RUE PAUL LOUIS LANDE;;33000;BORDEAUX;11 Capucins Victoire St Michel Ste Croix;0;50;44.834278,-0.575567
0;CABINET DE KINESITHERAPIE;0;5.0;U;41 rue Joseph Brunet;;33000;BORDEAUX;;5;40;44.831308,-0.611002
0;CFCR CITY'PRO;0;5.0;R;1 cours Henri Brunet;;33000;BORDEAUX;;0;0;44.832953,-0.579575
0;CENTRE CLUNY;0;3.0;R;54 BOULEVARD GODARD;;33300;BORDEAUX;03 Chartrons Grand parc;36;378;44.860572,-0.588225
0;CABINET DE KINESITHERAPIE;0;5.0;W;58 route de Toulouse;;33000;BORDEAUX;;0;0;44.840195,-0.580493
0;CH.CH.PERRENS : BATIMENT 13 - AMPHITHEATRE;0;5.0;R;121 RUE DE LA BECHADE;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;5;125;44.823625,-0.600266
0;CENTRE COMMERCIAL COUNORD : DOS GENERAL;0;2.0;M;42-50 AVENUE EMILE COUNORD;;33300;BORDEAUX;03 Chartrons Grand parc;70;1190;44.857168,-0.574634
0;CABINET DE KINÉSITHÉRAPIE;0;;;143 rue Croix de Seguey;;33000;BORDEAUX;;9;8;44.852948,-0.592023
0;CH.CH.PERRENS : BATIMENT 20 - ADMINISTRATION;0;5.0;U;121 RUE DE LA BECHADE;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;120;10;44.823625,-0.600266
0;CENTRE COMMERCIAL COUNORD: SIMPLY MARKET COUNORD;0;2.0;M;42-50 avenue Emile Counord;;33300;BORDEAUX;03 Chartrons Grand parc;65;1180;44.857168,-0.574634
0;CABINET DE KINESITHERAPIE / OSTEOPATHIE;0;5.0;W;50 rue Judaique;;33000;BORDEAUX;;2;6;44.84138,-0.583893
1;CH.CH.PERRENS : BATIMENT 21 - UNITE DE SOINS AIGUS POUR  ADOLESCENTS;0;5.0;U;121 RUE DE LA BECHADE;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;34;15;44.823625,-0.600266
0;CENTRE COMMERCIAL EUROPE - MAGASIN DE FLEURS;0;5.0;M;rue Robert Schuman;;33000;BORDEAUX;;2;10;44.839148,-0.586408
0;CABINET DE KINESITHERAPIE BAZIN BESSIERES;0;5.0;W;80 cours Victor Hugo;;33000;BORDEAUX;;0;0;44.835114,-0.569851
1;CH.CH.PERRENS : BATIMENT 44;0;4.0;U;121 RUE DE LA BECHADE;;33000;BORDEAUX;;9;38;44.823625,-0.600266
0;CENTRE COMMERCIAL EUROPE - SALON DE COIFFURE FABIO SALSA;0;5.0;M;26  rue Louis Gendreau;;33200;BORDEAUX;;3;10;44.845771,-0.619939
0;CABINET DE KINESITHERAPIE CAILLAUD;0;5.0;W;19 rue Honoré Tessier;;33000;BORDEAUX;;1;5;44.834076,-0.573868
0;CH.CH.PERRENS : BATIMENT 47 - POLE BORDEAUX SANTE MENTALE - CENTRE DE GESTION MEDICALE;0;5.0;W;121 rue de La Béchade;;33000;BORDEAUX;;67;32;44.823625,-0.600266
0;CENTRE COMMERCIAL EUROPE DU GD PARC : DOSSIER GENERAL;0;2.0;M;RUE LOUIS GEANDREAU;;33300;BORDEAUX;03 Chartrons Grand parc;0;0;44.859751,-0.582403
0;CABINET DE KINESITHERAPIE KINOST;0;5.0;W;44 rue Scaliger et rue de Brach;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;3;10;44.838575,-0.598191
0;CH.CH.PERRENS CENTRE CONSULTATIONS SPECIAL;0;5.0;U;121 RUE DE LA BECHADE;;33000;BORDEAUX;09 St Augustin Quintin Loucheur Tondu;15;80;44.823625,-0.600266
0;CENTRE COMMERCIAL EUROPE DU GD PARC : ILOT C;0;5.0;M;;;33000;BORDEAUX;03 Chartrons Grand parc;0;0;44.862132,-0.587876
0;CABINET DE KINÉSITHÉRAPIE MAURIAC;0;5.0;W;6 avenue de Laroque - Résidence du Lac entrée A;;33000;BORDEAUX;;1;6;
0;CH.CH.PERRENS COQS ROUGES;0;5.0;U;69 RUE DU CDT ARNOULD;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;0;20;44.834143,-0.577175
0;CENTRE COMMERCIAL EUROPE DU GD PARC : ILOT I;0;5.0;M;RUE LOUIS GEANDREAU;;33300;BORDEAUX;03 Chartrons Grand parc;0;0;44.859751,-0.582403
0;CABINET DE KINESITHERAPIE MME GUENNOU;0;5.0;W;14 rue Emile Counord;;33000;BORDEAUX;;1;8;44.846857,-0.58248
0;CH.CH.PERRENS FOYER THERAPEUTIQUE;0;5.0;L;74 RUE CAMILLE GODARD;;33000;BORDEAUX;03 Chartrons Grand parc;5;20;44.854986,-0.576751
0;CENTRE COMMERCIAL EUROPE DU GD PARC : ILOT J;0;5.0;M;RUE LOUIS GEANDREAU;;33300;BORDEAUX;03 Chartrons Grand parc;0;0;44.859751,-0.582403
0;CABINET DE KINESITHERAPIE MME PECHEREAU-MR PASQUIER;0;5.0;W;23, 25 rue Mably;;33000;BORDEAUX;;2;16;44.843836,-0.57744
0;CH.CH.PERRENS LA CERISAIE;0;5.0;U;50 RUE CROIX DE SEGUEY;;33000;BORDEAUX;06 St Seurin Fondaudège;0;18;44.851361,-0.589415
0;CENTRE COMMERCIAL EUROPE DU GRAND PARC - CABINET DE KINESITHERAPIE;0;5.0;W;24 rue Louis Gendreau;;33000;BORDEAUX;;2;12;44.8511,-0.608535
0;CABINET DE KINESITHERAPIE POCHET;0;5.0;W;23 cours de Québec;ELYA - Batiment Ca app 3030;33300;BORDEAUX;;1;5;44.877884,-0.571366
0;CH.CH.PERRENS NOUVELLE CRECHE;0;5.0;R;53 et 57  rue du Tauzin;;33000;BORDEAUX;;24;72;44.819701,-0.60225
0;CENTRE COMMERCIAL GRAND PARC ILOT COUNORD BATIMENT 1 : DOS GAL;0;5.0;M;44-56 RUE DES FRERES PORTMAN;;33000;BORDEAUX;;1;64;44.837058,-0.579199
0;CABINET DE MEDECINS ESTHETIQUE;0;5.0;W;23, 25 rue Mably;;33000;BORDEAUX;;2;12;44.843836,-0.57744
0;CH.CH.PERRENS POLE BORDEAUX SANTE MENTALE  DOSSIER GENERAL;0;4.0;U;121 rue de la Béchade;;33000;BORDEAUX;;31;186;44.823625,-0.600266
0;CENTRE COMMERCIAL GRAND PARC ILOT COUNORD BATIMENT 2 : DOS GAL;0;5.0;M;44-56 rue des Frères Portman;;33000;BORDEAUX;;1;24;44.836806,-0.579934
0;CABINET DE MEDECINS ESTHETIQUE CHARAVEL;0;5.0;W;25 rue Mably;;33000;BORDEAUX;;2;16;44.843836,-0.57744
0;CHAMBRE DE METIERS ET DE L'ARTISANAT DE LA GIRONDE;0;5.0;W;46 avenue du Général de Larminat;;33000;BORDEAUX;10 St Bruno St Victor Mériadeck;0;163;44.833082,-0.597784
0;CENTRE CULTUREL DE LA COMMUNAUTÉ TURQUE DE BORDEAUX;0;3.0;V;226 AVENUE THIERS;;33000;BORDEAUX;;0;500;44.862921,-0.617775
0;CABINET DE NEUROPSYCHOLOGUE;0;5.0;W;29 rue Albert Pitres;;33000;BORDEAUX;;0;0;44.852222,-0.576027
0;CHAMBRE DES NOTAIRES;0;5.0;L;6 ET 8 RUE MABLY;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;15;0;44.843227,-0.576453
0;CENTRE CULTUREL LEONARD DE VINCI;0;5.0;L;26/28 COURS EVRARD DE FAYOLLE;;33000;BORDEAUX;03 Chartrons Grand parc;0;100;44.853673,-0.574252
0;CABINET DE PSYCHIATRE;0;5.0;W;4 rue Saint Nicolas;;33000;BORDEAUX;;1;5;44.854138,-0.591301
0;CHAMBRE REGIONALE DU COMMERCE ET D'INDUSTRIE;0;4.0;L;185 COURS DU MEDOC;;33300;BORDEAUX;03 Chartrons Grand parc;30;237;44.864816,-0.574244
0;CENTRE D'ACTIVITES DU PARC (CAP);0;5.0;R;31, rue de l'Ecole Normale;;33200;BORDEAUX;07 08 Caudéran;5;25;44.842709,-0.608677
0;CABINET DE PSYCHIATRIE;0;5.0;W;15 quai de la Monnaie;;33000;BORDEAUX;;0;0;44.84039,-0.569416
0;CHAMMING'S AVOCATS;0;5.0;W;4 rue michel MONTAIGNE;;33000;BORDEAUX;;0;0;44.843623,-0.57665
0;CENTRE D'ANIMATION BORDEAUX SUD;0;4.0;R;RUE DU PROFESSEUR devaux;;33800;BORDEAUX;13 St Jean Belcier Carle Vernet Albert 1er Sacré C;18;280;44.817149,-0.550367
0;CABINET DE PSYCHOLOGUE;0;5.0;U;38, cours du Chapeau Rouge;;33000;BORDEAUX;;1;4;44.842162,-0.572863
0;CHAMPIONNAT D'ACADEMIE D'ECHECS LE 8 MARS 2015;0;3.0;X;rue Pierre TREBOD;;33300;BORDEAUX;;0;302;44.858814,-0.58448
0;CENTRE D'ANIMATION QUEYRIES;1;5.0;L;51 RUE REIGNIER;;33100;BORDEAUX;04 la Bastide;4;95;44.84706,-0.560587
0;CABINET DE PSYCHOTHERAPIE;0;5.0;W;71 RUE DU VELODROME;;33200;BORDEAUX;;1;1;44.857007,-0.608015
0;CHAMPIONNAT DE FRANCE ET D'EUROPE DE BMX;0;;;place des Quinconces;;33000;BORDEAUX;;0;0;44.845369,-0.575537
0;CENTRE D'ANIMATION SOCIAL ET CULTUREL BASTIDE BENAUGE;1;3.0;L;RUE RAYMOND POINCARE;;33100;BORDEAUX;04 la Bastide;16;410;44.844508,-0.543947
0;CABINET DE SOINS D'ESTHETIQUE;0;5.0;W;5 rue du Moulin Rouge;;33200;BORDEAUX;;1;2;44.84186,-0.602978
0;CHAMPIONNAT DU MONDE DE BILLARD 3 BANDES;0;1.0;L;rue Jean Gabriel Domergue;;33300;BORDEAUX;;37;6141;44.872645,-0.571176
0;CENTRE D'ENSEIGNEMENT;0;5.0;R;23 rue Esprit des Lois;;33000;BORDEAUX;;6;42;44.843133,-0.573058
0;CABINET DENTAIRE;0;5.0;W;15, Place Amélie Raba-Léon;;33000;BORDEAUX;;2;4;44.830761,-0.603248
0;CHAMPIONNATS D'ÉCHECS;0;3.0;X;rue Jules Ferry;;33200;BORDEAUX;;0;613;44.843007,-0.605567
0;CENTRE D'INFORMATION ET D'ORIENTATION DE BORDEAUX NORD;0;5.0;S;39 cours de Verdun;;33000;BORDEAUX;;7;16;44.850462,-0.574845
0;CABINET DENTAIRE;0;5.0;W;219 rue de Pessac;;33000;BORDEAUX;;1;8;44.826563,-0.587532
0;CHANTEUR AUDIOPROTHESISTE;0;5.0;W;72, cours Clemenceau;;33000;BORDEAUX;;0;0;44.844353,-0.578198
0;CENTRE D'INFORMATION ET DE RECRUTEMENT DES FORCES ARMEES;0;5.0;W;50 rue des Trois Conils;;33000;BORDEAUX;;5;19;44.838582,-0.577273
0;CABINET DENTAIRE;0;5.0;W;106 rue de la Croix Blanche;;33000;BORDEAUX;;0;0;44.845358,-0.593309
0;CHAPELLE;0;5.0;V;42 RUE DU PALAIS GALLIEN;;33000;BORDEAUX;05 Hotel de Ville et Quinconces;0;19;44.843107,-0.581431
